"","Depth","2018_08","2019_05","2021_08","2019_10","2020_02","2021_02"
"285",36.0857,28.8811453097504,2.87382623193234,2.35232576665265,2.38268487192685,2.55991740602006,2.97550059205494
"286",36.2122,23.5267580163003,2.92782750097184,2.34360545513732,2.42305581744312,2.6156883540775,3.01807991613031
"287",36.3387,21.1498649656729,3.01374656323511,2.33491015415413,2.45723589311755,2.65245814426787,3.05529647521537
"288",36.4652,23.2735751969344,3.01608179914601,2.37851459429744,2.48747559626652,2.68491535352624,3.09129587910379
"289",36.5917,33.0392879711566,3.02317516043089,2.46574541171434,2.51682948831878,2.72553235714774,3.1412183542022
"290",36.7182,28.1884698306532,3.14733099392635,2.47080063108122,2.54559671967099,2.76811924243101,3.19450204178114
"291",36.8446,34.4531866260291,3.17056943025347,2.48608010496748,2.58424750945283,2.83071395173899,3.28239432752909
"292",36.9711,56.043705609713,3.26148135608828,2.5932453401819,2.62976804113236,2.8985021136391,3.37924974509947
"293",37.0976,-65.7807992395327,3.4906317706351,2.72248756104015,2.69723513190804,2.97449830182481,3.50145796878996
"294",37.2241,-40.0980454811067,3.68668146139397,2.8256957904392,2.78047631203408,3.05273229194552,3.63057827543674
"295",37.3506,-37.660992531185,3.73966322895491,2.85015986347354,2.86927982749039,3.13129097388084,3.7457614722592
"296",37.4771,-36.5534564458151,3.83821265773682,2.83588356321872,2.96223972887719,3.20994322789716,3.85692817001822
"297",37.6036,-18.5219040158538,3.78778623600501,2.87507693803129,3.03585903154856,3.29754942095058,3.94388107816128
"298",37.7301,-12.2533605532669,3.71047908439452,2.99992011798249,3.09445677370079,3.38787871917509,4.02346999874071
"299",37.8566,-11.8276251163581,3.90114521867233,3.00963291754629,3.15680019938858,3.48082188023892,4.10115736134547
"300",37.9831,-16.8326555949615,4.26884876956387,3.05227768162384,3.22216692678722,3.57460267793289,4.17823535203141
"301",38.1095,-22.3918706899866,4.50259163295487,3.06620184862917,3.27514444315293,3.55267752243085,4.21037236645714
"302",38.236,-21.9692369366476,4.39507787068296,3.07904693737371,3.31779357924262,3.49167075399226,4.22737283653093
"303",38.3625,-14.6043272559261,4.0943469265658,3.06799150553811,3.33633753653626,3.41907290216361,4.22804433245448
